index,score,text,empty,index,score,text
15,0.00482778,"We are moving forward at a pace that was unimaginable just a short time ago, and we are never, ever going back.",,409,0.26073653,"Now we must embrace the next frontier, America’s manifest destiny in the stars."
23,0.00467357,"And for all of these reasons, I say to the people of our great country and to the members of Congress: The state of our Union is stronger than ever before.",,393,0.25943238,"This includes two brilliant new Supreme Court justices, Neil Gorsuch and Brett Kavanaugh."
485,0.00464386,"He is here with us tonight, and we couldn’t keep him waiting any longer.",,398,0.25914497,"My administration is also defending religious liberty, and that includes the constitutional right to pray in public schools."
403,0.00447353,We don’t muzzle preachers and pastors.,,21,0.25765293,Our values are renewed.
227,0.00436765,"Tonight, I ask Congress to support our students and back my plan to offer vocational and technical education in every single high school in America.",,512,0.2571336,We look at tomorrow and see unlimited frontiers just waiting to be explored.
206,0.00431448,"Janiyah’s mom, Stephanie, is a single parent.",,172,0.25630838,And what he wants so badly — 13 years old — Iain Lanphier.
443,0.00422929,To Kelli and Gage: Chris will live in our hearts forever.,,246,0.25628104,It will save families massive amounts of money for substantially better care.
180,0.00405741,But sitting behind Iain tonight is his greatest hero of them all.,,189,0.25624435,"And earlier today, I pinned the stars on his shoulders in the Oval Office."
400,0.00399457,"In America, we don’t punish prayer.",,74,0.25425941,It is something that every country in the world is looking up to.
320,0.00397545,"Now I call on the Congress to pass the bipartisan Advancing Support for Working Families Act, extending family leave to mothers and fathers all across our nation.",,350,0.25414225,He approached a woman sitting in her car and shot her in the arm and in the chest.
471,0.00365284,It is also not our function to serve other nations as law enforcement agencies.,,464,0.25375264,We are here.
401,0.00360607,We don’t tear down crosses.,,373,0.25172763,"If you come illegally, you will now be promptly removed from our country."
115,0.00346491,"But unlike so many who came before me, I keep my promises.",,231,0.24932205,"A good life for American families also requires the most affordable, innovative, and high-quality healthcare system on Earth."
363,0.00321811,I ask Congress to pass the Justice for Victims of Sanctuary Cities Act immediately.,,382,0.24872532,"Chief Ortiz, please stand."
68,0.00320774,This is a blue-collar boom.,,444,0.24744389,He is looking down on you now.
256,0.0031471,"But if you believe that we should defend American patients and American seniors, then stand with me and pass legislation to prohibit free government healthcare for illegal aliens.",,233,0.24676918,I moved quickly to provide affordable alternatives.
296,0.00314192,(The Medal of Freedom is presented.),,258,0.24493525,"This will be a tremendous boon to our already very strongly guarded southern border where, as we speak, a long, tall, and very powerful wall is being built."
379,0.00307265,"Last year, I traveled to the border in Texas and met Chief Patrol Agent Raul Ortiz.",,335,0.24223869,A better tomorrow for all Americans also requires us to keep America safe.
239,0.00280159,Always.,,28,0.24084778,"Our agenda is relentlessly pro-worker, pro-family, pro-growth, and, most of all, pro-American."
438,0.0026595,Take care of your mother.,,333,0.24033546,"I’m also committed to ensuring that every citizen can have access to high-speed Internet, including and especially in rural America."
17,0.00252996,I am thrilled to report to you tonight that our economy is the best it has ever been.,,177,0.23704314,"He aspires to go to the Air Force Academy, and then he has his eye on the Space Force."
229,0.00251788,"To expand equal opportunity, I am also proud that we achieved record and permanent funding for our nation’s historically black colleges and universities.",,17,0.23692913,I am thrilled to report to you tonight that our economy is the best it has ever been.
466,0.00246596,It is totally up to them.,,330,0.23644981,We must also rebuild America’s infrastructure.
303,0.00237609,"Through the skill of her doctors and the prayers of her parents, little Ellie kept on winning the battle of life.",,404,0.23415109,"In America, we celebrate faith, we cherish religion, we lift our voices in prayer, and we raise our sights to the Glory of God."
190,0.00235313,"General McGee, our nation salutes you.",,272,0.23165089,AUDIENCE: H.R.3!
144,0.00229331,But Maduro’s grip on tyranny will be smashed and broken.,,487,0.23165089,AUDIENCE: USA!
304,0.00226951,"Today, Ellie is a strong, healthy two-year-old girl sitting with her amazing mother Robin in the Gallery.",,204,0.2303633,Janiyah.
39,0.00219918,"If we hadn’t reversed the failed economic policies of the previous administration, the world would not now be witnessing this great economic success.",,273,0.2303633,H.R.3!
441,0.00217501,"That night, he made the ultimate sacrifice for our country.",,274,0.2303633,H.R.3!
457,0.00204945,"If you attack our citizens, you forfeit your life.",,488,0.2303633,USA!
121,0.00188294,"It will also bring trade with Mexico and Canada to a much higher level, but also to be a much greater degree of fairness and reciprocity.",,489,0.2303633,USA!
6,0.00182268,(Applause.),,31,0.22757112,"We are advancing with unbridled optimism and lifting our citizens of every race, color, religion, and creed very, very high."
9,0.00182268,(Applause.),,284,0.22707552,"And because Congress was so good as to fund my request, new cures for childhood cancer, and we will eradicate the AIDS epidemic in America by the end of this decade."
11,0.00182268,(Applause.),,140,0.22592802,"We are supporting the hopes of Cubans, Nicaraguans, and Venezuelans to restore democracy."
16,0.00182268,(Applause.),,77,0.22546951,Consumer confidence has just reached amazing new highs.
24,0.00182268,(Applause.),,168,0.22344704,It’s called the Space Force.
27,0.00182268,(Applause.),,86,0.22248835,"After struggling with drug addiction, Tony lost his job, his house, and his family."
29,0.00182268,(Applause.),,511,0.22074279,"This nation is our canvas, and this country is our masterpiece."
33,0.00182268,(Applause.),,462,0.22034719,We can help them make a very good and short-time recovery.
35,0.00182268,(Applause.),,448,0.21963594,Thank you both very much.
37,0.00182268,(Applause.),,400,0.2186107,"In America, we don’t punish prayer."
40,0.00182268,(Applause.),,173,0.21850429,He’s an eighth grader from Arizona.
42,0.00182268,(Applause.),,460,0.2179189,"The Iranian regime must abandon its pursuit of nuclear weapons; stop spreading terror, death, and destruction; and start working for the good of its own people."
44,0.00182268,(Applause.),,300,0.21729768,"As we pray for all who are sick, we know that America is constantly achieving new medical breakthroughs."
46,0.00182268,(Applause.),,492,0.21647383,"As the world bears witness tonight, America is a land of heroes."
49,0.00182268,(Applause.),,415,0.21566264,"Recognizing that all past attempts have failed, we must be determined and creative in order to stabilize the region and give millions of young people the chance to realize a better future."
51,0.00182268,(Applause.),,171,0.21482501,"In the Gallery tonight, we have a young gentleman."
53,0.00182268,(Applause.),,90,0.21441715,"Tony, keep up the great work."
55,0.00182268,(Applause.),,91,0.21359203,Tony.
57,0.00182268,(Applause.),,148,0.21175711,"Mr. President, please take this message back to your homeland."
60,0.00182268,(Applause.),,184,0.21175631,Incredible story.
63,0.00182268,(Applause.),,485,0.21115705,"He is here with us tonight, and we couldn’t keep him waiting any longer."
65,0.00182268,(Applause.),,307,0.20888988,Ellie reminds us that every child is a miracle of life.
67,0.00182268,(Applause.),,484,0.20848068,I am thrilled to inform you that your husband is back from deployment.
69,0.00182268,(Applause.),,289,0.20834305,"Rush Limbaugh, thank you for your decades of tireless devotion to our country."
71,0.00182268,(Applause.),,151,0.20787532,Great honor.
76,0.00182268,(Applause.),,304,0.2071875,"Today, Ellie is a strong, healthy two-year-old girl sitting with her amazing mother Robin in the Gallery."
80,0.00182268,(Applause.),,83,0.20675415,This is the first time that these deserving communities have seen anything like this.
82,0.00182268,(Applause.),,145,0.20373219,"Here this evening is a very brave man who carries with him the hopes, dreams, and aspirations of all Venezuelans."
92,0.00182268,(Applause.),,510,0.20319976,"And here, on this land, on this soil, on this continent, the most incredible dreams come true."
97,0.00182268,(Applause.),,402,0.20315242,We don’t ban symbols of faith.
99,0.00182268,(Applause.),,309,0.19942032,It’s an incredible thing.
101,0.00182268,(Applause.),,438,0.19790152,Take care of your mother.
105,0.00182268,(Applause.),,136,0.19673469,"As we restore — (applause) — American leadership throughout the world, we are once again standing up for freedom in our hemisphere."
107,0.00182268,(Applause.),,406,0.1966615,"So long as I am President, I will always protect your Second Amendment right to keep and bear arms."
109,0.00182268,(Applause.),,68,0.19631902,This is a blue-collar boom.
111,0.00182268,(Applause.),,170,0.19618479,Very important.
117,0.00182268,(Applause.),,502,0.1940163,This is our glorious and magnificent inheritance.
120,0.00182268,(Applause.),,303,0.19381805,"Through the skill of her doctors and the prayers of her parents, little Ellie kept on winning the battle of life."
124,0.00182268,(Applause.),,199,0.19307489,The next step forward in building an inclusive society is making sure that every young American gets a great education and the opportunity to achieve the American Dream.
126,0.00182268,(Applause.),,520,0.1917734,God Bless You.
130,0.00182268,(Applause.),,175,0.19078027,Iain has always dreamed of going to space.
137,0.00182268,(Applause.),,465,0.19072564,Let’s see which road they choose.
139,0.00182268,(Applause.),,479,0.19004051,"Amy, your family’s sacrifice makes it possible for all of our families to live in safety and in peace, and we want to thank you."
142,0.00182268,(Applause.),,213,0.18979086,"But, Janiyah, I have some good news for you, because I am pleased to inform you that your long wait is over."
147,0.00182268,(Applause.),,224,0.18913012,My administration is determined to give our citizens the opportunities they need regardless of age or background.
149,0.00182268,(Applause.),,421,0.18874195,"She once wrote, “Some people find God in church."
155,0.00182268,(Applause.),,493,0.18819361,"This is a place where greatness is born, where destinies are forged, and where legends come to life."
159,0.00182268,(Applause.),,443,0.18778816,To Kelli and Gage: Chris will live in our hearts forever.
161,0.00182268,(Applause.),,0,0.18544243,THE PRESIDENT: Thank you very much.
163,0.00182268,(Applause.),,437,0.18535633,I love you son.
165,0.00182268,(Applause.),,288,0.184541,"This is not good news, but what is good news is that he is the greatest fighter and winner that you will ever meet."
169,0.00182268,(Applause.),,483,0.18400671,"Tonight, we have a very special surprise."
183,0.00182268,(Applause.),,298,0.18317307,"Rush and Kathryn, congratulations."
187,0.00182268,(Applause.),,249,0.18209903,"To those watching at home tonight, I want you to know: We will never let socialism destroy American healthcare."
192,0.00182268,(Applause.),,238,0.18134834,And we will always protect your Medicare and we will always protect your Social Security.
195,0.00182268,(Applause.),,6,0.17935165,(Applause.)
198,0.00182268,(Applause.),,9,0.17935165,(Applause.)
205,0.00182268,(Applause.),,11,0.17935165,(Applause.)
212,0.00182268,(Applause.),,16,0.17935165,(Applause.)
215,0.00182268,(Applause.),,24,0.17935165,(Applause.)
218,0.00182268,(Applause.),,27,0.17935165,(Applause.)
223,0.00182268,(Applause.),,29,0.17935165,(Applause.)
228,0.00182268,(Applause.),,33,0.17935165,(Applause.)
230,0.00182268,(Applause.),,35,0.17935165,(Applause.)
235,0.00182268,(Applause.),,37,0.17935165,(Applause.)
237,0.00182268,(Applause).,,40,0.17935165,(Applause.)
240,0.00182268,(Applause.),,42,0.17935165,(Applause.)
243,0.00182268,(Applause.),,44,0.17935165,(Applause.)
245,0.00182268,(Applause.),,46,0.17935165,(Applause.)
250,0.00182268,(Applause.),,49,0.17935165,(Applause.)
257,0.00182268,(Applause.),,51,0.17935165,(Applause.)
259,0.00182268,(Applause.),,53,0.17935165,(Applause.)
264,0.00182268,(Applause.),,55,0.17935165,(Applause.)
266,0.00182268,(Applause.),,57,0.17935165,(Applause.)
271,0.00182268,(Applause.),,60,0.17935165,(Applause.)
277,0.00182268,(Applause.),,63,0.17935165,(Applause.)
279,0.00182268,(Applause.),,65,0.17935165,(Applause.)
285,0.00182268,(Applause.),,67,0.17935165,(Applause.)
290,0.00182268,(Applause.),,69,0.17935165,(Applause.)
292,0.00182268,(Applause.),,71,0.17935165,(Applause.)
295,0.00182268,(Applause.),,76,0.17935165,(Applause.)
297,0.00182268,(Applause.),,80,0.17935165,(Applause.)
306,0.00182268,(Applause.),,82,0.17935165,(Applause.)
311,0.00182268,(Applause.),,92,0.17935165,(Applause.)
314,0.00182268,(Applause.),,97,0.17935165,(Applause.)
316,0.00182268,(Applause.),,99,0.17935165,(Applause.)
319,0.00182268,(Applause.),,101,0.17935165,(Applause.)
321,0.00182268,(Applause.),,105,0.17935165,(Applause.)
323,0.00182268,(Applause.),,107,0.17935165,(Applause.)
325,0.00182268,(Applause.),,109,0.17935165,(Applause.)
327,0.00182268,(Applause.),,111,0.17935165,(Applause.)
329,0.00182268,(Applause.),,117,0.17935165,(Applause.)
331,0.00182268,(Applause.),,120,0.17935165,(Applause.)
334,0.00182268,(Applause.),,124,0.17935165,(Applause.)
337,0.00182268,(Applause.),,126,0.17935165,(Applause.)
359,0.00182268,(Applause.),,130,0.17935165,(Applause.)
362,0.00182268,(Applause.),,137,0.17935165,(Applause.)
365,0.00182268,(Applause.),,139,0.17935165,(Applause.)
369,0.00182268,(Applause.),,142,0.17935165,(Applause.)
372,0.00182268,(Applause.),,147,0.17935165,(Applause.)
374,0.00182268,(Applause.),,149,0.17935165,(Applause.)
377,0.00182268,(Applause.),,155,0.17935165,(Applause.)
383,0.00182268,(Applause.),,159,0.17935165,(Applause.)
387,0.00182268,(Applause.),,161,0.17935165,(Applause.)
389,0.00182268,(Applause.),,163,0.17935165,(Applause.)
391,0.00182268,(Applause.),,165,0.17935165,(Applause.)
395,0.00182268,(Applause.),,169,0.17935165,(Applause.)
399,0.00182268,(Applause.),,183,0.17935165,(Applause.)
407,0.00182268,(Applause.),,187,0.17935165,(Applause.)
411,0.00182268,(Applause.),,192,0.17935165,(Applause.)
413,0.00182268,(Applause.),,195,0.17935165,(Applause.)
418,0.00182268,(Applause.),,198,0.17935165,(Applause.)
432,0.00182268,(Applause.),,205,0.17935165,(Applause.)
446,0.00182268,(Applause.),,212,0.17935165,(Applause.)
455,0.00182268,(Applause.),,215,0.17935165,(Applause.)
458,0.00182268,(Applause.),,218,0.17935165,(Applause.)
467,0.00182268,(Applause.),,223,0.17935165,(Applause.)
474,0.00182268,(Applause.),,228,0.17935165,(Applause.)
481,0.00182268,(Applause.),,230,0.17935165,(Applause.)
486,0.00182268,(Applause.),,235,0.17935165,(Applause.)
501,0.00182268,(Applause.),,237,0.17935165,(Applause).
507,0.00182268,(Applause.),,240,0.17935165,(Applause.)
518,0.00182268,(Applause.),,243,0.17935165,(Applause.)
28,0.00180397,"Our agenda is relentlessly pro-worker, pro-family, pro-growth, and, most of all, pro-American.",,245,0.17935165,(Applause.)
472,0.00178403,These are warfighters that we have — the best in the world — and they either want to fight to win or not fight at all.,,250,0.17935165,(Applause.)
199,0.00177749,The next step forward in building an inclusive society is making sure that every young American gets a great education and the opportunity to achieve the American Dream.,,257,0.17935165,(Applause.)
270,0.00164701,"Get a bill on my desk, and I will sign it into law immediately.",,259,0.17935165,(Applause.)
490,0.00156279,"THE PRESIDENT: Welcome home, Sergeant Williams.",,264,0.17935165,(Applause.)
494,0.00151506,"This is the home of Thomas Edison and Teddy Roosevelt, of many great generals including Washington, Pershing, Patton, and MacArthur.",,266,0.17935165,(Applause.)
482,0.0015087,"But, Amy, there is one more thing.",,271,0.17935165,(Applause.)
345,0.00150017,Here is just one tragic example.,,277,0.17935165,(Applause.)
509,0.00140427,America is the place where anyone can rise.,,279,0.17935165,(Applause.)
300,0.00127093,"As we pray for all who are sick, we know that America is constantly achieving new medical breakthroughs.",,285,0.17935165,(Applause.)
153,0.00122217,Please take this message back that all Americans are united with the Venezuelan people in their righteous struggle for freedom.,,290,0.17935165,(Applause.)
136,0.00116556,"As we restore — (applause) — American leadership throughout the world, we are once again standing up for freedom in our hemisphere.",,292,0.17935165,(Applause.)
382,0.00111397,"Chief Ortiz, please stand.",,295,0.17935165,(Applause.)
291,0.00105856,"And, Rush, in recognition of all that you have done for our nation, the millions of people a day that you speak to and that you inspire, and all of the incredible work that you have done for charity, I am proud to announce tonight that you will be receiving our country’s highest civilian honor, the Presidential Medal of Freedom.",,297,0.17935165,(Applause.)
492,0.00102393,"As the world bears witness tonight, America is a land of heroes.",,306,0.17935165,(Applause.)
460,0.00092868,"The Iranian regime must abandon its pursuit of nuclear weapons; stop spreading terror, death, and destruction; and start working for the good of its own people.",,311,0.17935165,(Applause.)
171,0.00088978,"In the Gallery tonight, we have a young gentleman.",,314,0.17935165,(Applause.)
333,0.0008679,"I’m also committed to ensuring that every citizen can have access to high-speed Internet, including and especially in rural America.",,316,0.17935165,(Applause.)
231,0.00083117,"A good life for American families also requires the most affordable, innovative, and high-quality healthcare system on Earth.",,319,0.17935165,(Applause.)
93,0.00075297,"Thank you, Tony.",,321,0.17935165,(Applause.)
521,0.00074054,And God Bless America.,,323,0.17935165,(Applause.)
224,0.00073601,My administration is determined to give our citizens the opportunities they need regardless of age or background.,,325,0.17935165,(Applause.)
217,0.000725,Pass the Education Freedom Scholarships and Opportunities Act — because no parent should be forced to send their child to a failing government school.,,327,0.17935165,(Applause.)
294,0.00069055,Please.,,329,0.17935165,(Applause.)
282,0.00065236,My administration will take all necessary steps to safeguard our citizens from this threat.,,331,0.17935165,(Applause.)
506,0.00065016,"We settled the New World, we built the modern world, and we changed history forever by embracing the eternal truth that everyone is made equal by the hand of Almighty God.",,334,0.17935165,(Applause.)
483,0.00064137,"Tonight, we have a very special surprise.",,337,0.17935165,(Applause.)
191,0.00063437,"Thank you, sir.",,359,0.17935165,(Applause.)
170,0.00060392,Very important.,,362,0.17935165,(Applause.)
305,0.00059691,"Ellie and Robin, we are glad to have you with us tonight.",,365,0.17935165,(Applause.)
150,0.00059366,"Thank you, Mr. President.",,369,0.17935165,(Applause.)
210,0.00057764,"Stephanie, thank you so much for being here with your beautiful daughter.",,372,0.17935165,(Applause.)
364,0.00056845,"The United States of America should be a sanctuary for law-abiding Americans, not criminal aliens.",,374,0.17935165,(Applause.)
133,0.0005438,"They respect what we’ve done because, quite frankly, they could never really believe that they were able to get away with what they were doing year after year, decade after decade, without someone in our country stepping up and saying, “That’s enough.” (Applause.)",,377,0.17935165,(Applause.)
497,0.00054333,"This is the place where the pilgrims landed at Plymouth and where Texas patriots made their last stand at the Alamo — (applause) — the beautiful, beautiful Alamo.",,383,0.17935165,(Applause.)
517,0.0005392,"Our spirit is still young, the sun is still rising, God’s grace is still shining, and, my fellow Americans, the best is yet to come.",,387,0.17935165,(Applause.)
74,0.00052955,It is something that every country in the world is looking up to.,,389,0.17935165,(Applause.)
219,0.00052742,Every young person should have a safe and secure environment in which to learn and to grow.,,391,0.17935165,(Applause.)
299,0.00052736,"Thank you, Kathryn.",,395,0.17935165,(Applause.)
174,0.0004939,"Iain, please stand up.",,399,0.17935165,(Applause.)
496,0.00048712,"This is the country where children learn names like Wyatt Earp, Davy Crockett, and Annie Oakley.",,407,0.17935165,(Applause.)
90,0.00048663,"Tony, keep up the great work.",,411,0.17935165,(Applause.)
213,0.00046245,"But, Janiyah, I have some good news for you, because I am pleased to inform you that your long wait is over.",,413,0.17935165,(Applause.)
330,0.00045631,We must also rebuild America’s infrastructure.,,418,0.17935165,(Applause.)
480,0.00045373,"Thank you, Amy.",,432,0.17935165,(Applause.)
357,0.00044663,"Jody, would you please stand?",,446,0.17935165,(Applause.)
520,0.00044027,God Bless You.,,455,0.17935165,(Applause.)
280,0.00043631,Protecting Americans’ health also means fighting infectious diseases.,,458,0.17935165,(Applause.)
1,0.00042778,Thank you.,,467,0.17935165,(Applause.)
30,0.00042778,Thank you.,,474,0.17935165,(Applause.)
386,0.00042778,Thank you.,,481,0.17935165,(Applause.)
394,0.00042778,Thank you.,,486,0.17935165,(Applause.)
431,0.00042778,Thank you.,,501,0.17935165,(Applause.)
445,0.00042778,Thank you.,,507,0.17935165,(Applause.)
519,0.00042778,Thank you.,,518,0.17935165,(Applause.)
31,0.00042334,"We are advancing with unbridled optimism and lifting our citizens of every race, color, religion, and creed very, very high.",,317,0.17927751,"Whether we are Republican, Democrat, or independent, surely we must all agree that every human life is a sacred gift from God."
448,0.00039325,Thank you both very much.,,356,0.17919716,One of his grieving brothers is here with us tonight.
0,0.00038608,THE PRESIDENT: Thank you very much.,,180,0.17755749,But sitting behind Iain tonight is his greatest hero of them all.
122,0.00038601,We will have that: fairness and reciprocity.,,122,0.17710646,We will have that: fairness and reciprocity.
207,0.00035732,She would do anything to give her daughter a better future.,,144,0.17700213,But Maduro’s grip on tyranny will be smashed and broken.
288,0.00035609,"This is not good news, but what is good news is that he is the greatest fighter and winner that you will ever meet.",,108,0.17686171,"The fact is that everybody wants to be where the action is, and the United States of America is indeed the place where the action is."
437,0.00033458,I love you son.,,424,0.17390061,I find God in suffering.
384,0.00033453,A grateful nation thanks you and all of the heroes of Border Patrol and ICE.,,472,0.1735166,These are warfighters that we have — the best in the world — and they either want to fight to win or not fight at all.
436,0.00032083,"“I will teach you to ride your first bike, build your first sand box, watch you play sports, and see you have kids also.",,357,0.17231362,"Jody, would you please stand?"
151,0.00031821,Great honor.,,84,0.17188547,It’s all working.
511,0.00031697,"This nation is our canvas, and this country is our masterpiece.",,143,0.17010751,"Maduro is an illegitimate ruler, a tyrant who brutalizes his people."
309,0.00029558,It’s an incredible thing.,,154,0.16993318,"Thank you very much, Mr. President."
336,0.00028967,"That means supporting the men and women of law enforcement at every level, including our nation’s heroic ICE officers.",,423,0.16950269,Some people find God in love.
439,0.00028689,I am always with you.,,427,0.16730238,She was just 26 years old.
358,0.0002845,"Jody, thank you.",,93,0.16723904,"Thank you, Tony."
221,0.00027961,"Thank you, Melania, for your extraordinary love and profound care for America’s children.",,521,0.16706726,And God Bless America.
289,0.00027685,"Rush Limbaugh, thank you for your decades of tireless devotion to our country.",,217,0.16595437,Pass the Education Freedom Scholarships and Opportunities Act — because no parent should be forced to send their child to a failing government school.
406,0.00026974,"So long as I am President, I will always protect your Second Amendment right to keep and bear arms.",,2,0.16523204,Thank you very much.
108,0.00026592,"The fact is that everybody wants to be where the action is, and the United States of America is indeed the place where the action is.",,152,0.16523204,Thank you very much.
484,0.00026504,I am thrilled to inform you that your husband is back from deployment.,,156,0.16523204,Thank you very much.
360,0.00025371,"Jody our hearts weep for your loss, and we will not rest until you have justice.",,211,0.16523204,Thank you very much.
307,0.00024162,Ellie reminds us that every child is a miracle of life.,,222,0.16523204,Thank you very much.
424,0.00023903,I find God in suffering.,,310,0.16523204,Thank you very much.
415,0.00023079,"Recognizing that all past attempts have failed, we must be determined and creative in order to stabilize the region and give millions of young people the chance to realize a better future.",,385,0.16523204,Thank you very much.
154,0.00022688,"Thank you very much, Mr. President.",,447,0.16523204,Thank you very much.
423,0.00021325,Some people find God in love.,,491,0.16523204,Thank you very much.
397,0.00019535,(Laughter and applause.),,522,0.16523204,Thank you very much.
508,0.00017878,America is the place where anything can happen.,,75,0.16414145,They admire.
293,0.00017533,I will now ask the First Lady of the United States to present you with the honor.,,282,0.16175643,My administration will take all necessary steps to safeguard our citizens from this threat.
249,0.00017506,"To those watching at home tonight, I want you to know: We will never let socialism destroy American healthcare.",,158,0.16091704,But always remember: Freedom unifies the soul.
422,0.00017457,Some people find God in nature.,,4,0.16066031,"Tonight, I stand before you to share the incredible results."
335,0.00016268,A better tomorrow for all Americans also requires us to keep America safe.,,305,0.16058592,"Ellie and Robin, we are glad to have you with us tonight."
2,0.0001626,Thank you very much.,,496,0.16045598,"This is the country where children learn names like Wyatt Earp, Davy Crockett, and Annie Oakley."
152,0.0001626,Thank you very much.,,150,0.15803971,"Thank you, Mr. President."
156,0.0001626,Thank you very much.,,227,0.15800699,"Tonight, I ask Congress to support our students and back my plan to offer vocational and technical education in every single high school in America."
211,0.0001626,Thank you very much.,,197,0.15663699,We must always remember that our job is to put America first.
222,0.0001626,Thank you very much.,,115,0.15620516,"But unlike so many who came before me, I keep my promises."
310,0.0001626,Thank you very much.,,221,0.15590489,"Thank you, Melania, for your extraordinary love and profound care for America’s children."
385,0.0001626,Thank you very much.,,219,0.15358219,Every young person should have a safe and secure environment in which to learn and to grow.
447,0.0001626,Thank you very much.,,191,0.15342858,"Thank you, sir."
491,0.0001626,Thank you very much.,,345,0.15182375,Here is just one tragic example.
522,0.0001626,Thank you very much.,,509,0.14984274,America is the place where anyone can rise.
502,0.00015554,This is our glorious and magnificent inheritance.,,358,0.14976421,"Jody, thank you."
148,0.00015021,"Mr. President, please take this message back to your homeland.",,457,0.14908379,"If you attack our citizens, you forfeit your life."
312,0.00013404,Our goal should be to ensure that every baby has the best chance to thrive and grow just like Ellie.,,480,0.14773305,"Thank you, Amy."
4,0.00013234,"Tonight, I stand before you to share the incredible results.",,1,0.1476306,Thank you.
512,0.00012545,We look at tomorrow and see unlimited frontiers just waiting to be explored.,,30,0.1476306,Thank you.
462,0.000119,We can help them make a very good and short-time recovery.,,386,0.1476306,Thank you.
465,0.0001168,Let’s see which road they choose.,,394,0.1476306,Thank you.
479,0.00010291,"Amy, your family’s sacrifice makes it possible for all of our families to live in safety and in peace, and we want to thank you.",,431,0.1476306,Thank you.
179,0.00010106,I want to look down on the world.” (Laughter and applause.),,445,0.1476306,Thank you.
145,9.42E-05,"Here this evening is a very brave man who carries with him the hopes, dreams, and aspirations of all Venezuelans.",,519,0.1476306,Thank you.
158,7.24E-05,But always remember: Freedom unifies the soul.,,422,0.14750432,Some people find God in nature.
194,5.93E-05,"Members of Congress, we must never forget that the only victories that matter in Washington are victories that deliver for the American people.",,210,0.14315553,"Stephanie, thank you so much for being here with your beautiful daughter."
463,5.44E-05,"It can all go very quickly, but perhaps they are too proud or too foolish to ask for that help.",,482,0.14312877,"But, Amy, there is one more thing."
409,4.98E-05,"Now we must embrace the next frontier, America’s manifest destiny in the stars.",,299,0.14195836,"Thank you, Kathryn."
196,4.22E-05,"The people are the heart of our country, their dreams are the soul of our country, and their love is what powers and sustains our country.",,312,0.1416895,Our goal should be to ensure that every baby has the best chance to thrive and grow just like Ellie.
197,4.22E-05,We must always remember that our job is to put America first.,,239,0.13851516,Always.
510,4.04E-05,"And here, on this land, on this soil, on this continent, the most incredible dreams come true.",,439,0.13252447,I am always with you.
408,3.99E-05,"In reaffirming our heritage as a free nation, we must remember that America has always been a frontier nation.",,214,0.13072762,"I can proudly announce tonight that an Opportunity Scholarship has become available, it’s going to you, and you will soon be heading to the school of your choice."
404,3.97E-05,"In America, we celebrate faith, we cherish religion, we lift our voices in prayer, and we raise our sights to the Glory of God.",,179,0.12415096,I want to look down on the world.” (Laughter and applause.)
433,2.82E-05,"Every day, America’s men and women in uniform demonstrate the infinite depth of love that dwells in the human heart.",,397,0.12150424,(Laughter and applause.)
317,2.22E-05,"Whether we are Republican, Democrat, or independent, surely we must all agree that every human life is a sacred gift from God.",,508,0.11198451,America is the place where anything can happen.
25,1.79E-05,The vision I will lay out this evening demonstrates how we are building the world’s most prosperous and inclusive society — one where every citizen can join in America’s unparalleled success and where every community can take part in America’s extraordinary rise.,,463,0.10876616,"It can all go very quickly, but perhaps they are too proud or too foolish to ask for that help."
493,1.50E-05,"This is a place where greatness is born, where destinies are forged, and where legends come to life.",,207,0.05405109,She would do anything to give her daughter a better future.